x,y
0.651871317764744,0.35597813129425
0.321509178960696,0.0286789394449443
0.290873386897147,0.0497414565179497
0.457044888520613,0.513937565265223
0.0893010105937719,0.33853968908079
0.544962115585804,0.125788191333413
0.00130172143690288,0.357792789116502
0.264458863530308,0.493564194068313
0.276532246964052,0.566682536387816
0.21497376030311,0.178586872527376
0.208097996888682,0.926722380332649
0.18292919639498,0.623492673970759
0.344547775108367,0.0425768645945936
0.263572050025687,0.0177556842099875
0.508770293323323,0.355808408698067
0.104455032385886,0.525390451774001
0.134109322912991,0.68352890596725
0.0671308587770909,0.688073799945414
0.144460984971374,0.555886692600325
0.0216601022984833,0.086479130666703
0.060105161042884,0.568386171711609
0.0525316703133285,0.586922014597803
0.496594574768096,0.79007701901719
0.671971040312201,0.496026264037937
0.242228974122554,0.671439418802038
0.590545837767422,0.992634881753474
0.278824895620346,0.5276770000346
0.0251377478707582,0.532033055555075
0.253502800362185,0.240476929582655
0.585201133275405,0.160996927181259
0.374688180396333,0.0260994781274348
0.137759185163304,0.931677471613511
0.218528209719807,0.619654100388288
0.0668953901622444,0.246617282507941
0.33741296431981,0.404313198523596
0.0374201873783022,0.717799158068374
0.0310181949753314,0.182880720356479
0.133759875316173,0.0792709973175079
0.122002023039386,0.0474361525848508
0.394562202272937,0.159746068064123
0.140817636391148,0.940655379090458
0.0550133273936808,0.352069615619257
0.106366119347513,0.275229353923351
0.0710942049045116,0.771635941695422
0.0453048865310848,0.936056844424456
0.292564738309011,0.289630125276744
0.00188195728696883,0.684396000113338
0.447753544896841,0.95543860970065
0.991251252125949,0.826248089317232
0.0509648728184402,0.857923133531585
0.259054824942723,0.146121782250702
0.137043413706124,0.351756112184376
0.111677972599864,0.229182945564389
0.0463490569964051,0.450358288362622
0.0967834480106831,0.248901476385072
0.461870074737817,0.532685880782083
0.170702077914029,0.982661150861531
0.00128689641132951,0.421454773051664
0.860794513020664,0.330598909407854
0.394596082856879,0.933289026143029
0.268324513919652,0.183259966084734
0.0940454197116196,0.917800694471225
0.629099435405806,0.850639407755807
