x,y
0.822896314784884,0.0255690701305866
0.710199575405568,0.268032033229247
0.965834765927866,0.145576641662046
0.078610778786242,0.789936115033925
0.0536370745394379,0.453109281370416
0.574978216551244,0.450945483520627
0.387780030025169,0.397616596892476
0.51038836594671,0.0529788609128445
0.366147971944883,0.0402113215532154
0.217930832412094,0.247450654627755
0.642883177148178,0.181710808770731
0.752815006533638,0.666909272549674
0.0922475878614932,0.581964066484943
0.307308009127155,0.996586614055559
0.992080235155299,0.623039647238329
0.118980998639017,0.766228636726737
0.525441377889365,0.877335767727345
0.0412676406558603,0.31438222900033
0.938889103708789,0.0451334370300174
0.0671685424167663,0.983606818364933
0.0297333502676338,0.849716347176582
0.131288226228207,0.344773836201057
0.81896485760808,0.747241429286078
0.896678677527234,0.465151899494231
0.0958688328973949,0.10170576069504
0.695503412280232,0.157756936969236
0.516780009493232,0.728949601529166
0.44331254134886,0.571483647916466
0.216129878303036,0.794168087420985
0.321375719504431,0.590525944018736
0.887173473834991,0.756431714631617
0.493568657664582,0.749031608458608
0.177600342780352,0.994310438632965
0.201786121819168,0.592451385920867
0.248876663856208,0.674453015206382
0.729382288176566,0.809039598563686
0.908596085617319,0.838605896569788
0.50000699236989,0.39152643433772
0.678169986000285,0.449664206011221
0.453243689378724,0.208410405553877
0.0964202750474215,0.696691508637741
0.0499554080888629,0.641541349003091
0.866175148636103,0.796144857304171
0.0268705452326685,0.291374807013199
0.220016689505428,0.0928060081787407
0.48980210069567,0.625577463768423
0.249148966744542,0.372759831137955
0.131207630503923,0.747637646505609
0.678786200005561,0.28846735926345
0.728976010577753,0.66993197100237
